MB738621,"THE BACK NINE                                     ","4060 BELT LINE RD                          ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      8107.74",     
MB839346,"THE HUB_RON'S PLACE                               ","4145 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      6520.17",     
MB798312,"THE LION AND CROWN                                ","5001 ADDISON CIR                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      3382.16",     
MB798312,"THE LION AND CROWN                                ","5001 ADDISON CIR                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      3382.16",     
MB570614,"THE LONDONER                                      ","14930 MIDWAY RD                            ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      7865.06",     
MB472768,"THE MUCKY DUCK                                    ","5064 ADDISON CIR                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      5247.51",     
MB577807,"THE QUARTER BAR & GRILL                           ","15201 ADDISON RD                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      5026.74",     
MB613353,"THE SAFFRON HOUSE                                 ","5100 BELT LINE RD STE 728                  ","ADDISON             ","TX","75240 "," 057"," 2017/07 ","        51.59",     
MB430241,"TOKYO CAFE                                        ","4350 BELT LINE RD                          ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","       324.75",     
MB715544,"TWIN PEAKS RESTAURANT                             ","5260 BELT LINE RD                          ","ADDISON             ","TX","75240 "," 057"," 2017/07 ","      6196.76",     
MB884663,"UNION PARK                                        ","5076 ADDISON CIR                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      2795.51",     
MB907521,"VILLA LOUNGE & GRILL                              ","15375 ADDISON RD                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1581.20",     
MB907521,"VILLA LOUNGE & GRILL                              ","15375 ADDISON RD                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1581.20",     
MB931764,"WATERTOWER THEATRE INC                            ","15650 ADDISON RD                           ","ADDISON             ","TX","75248 "," 057"," 2017/07 ","        49.45",     
MB844986,"ZOLI'S NY PIZZA TAVERN                            ","14910 MIDWAY RD                            ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","         0.00",     
MB922173,"NORMA'S PLACE MEXICAN RESTAURANT                  ","11420 HWY 87 EAST                          ","ADKINS              ","TX","78101 "," 015"," 2017/07 ","       104.79",     
MB839876,"TEJAS STEAKS & MEXICAN FOOD                       ","13515 US HIGHWAY 87 S                      ","ADKINS              ","TX","78101 "," 015"," 2017/07 ","       155.04",     
MB686070,"TEXAS PRIDE BARBECUE                              ","2980 E LOOP 1604 S                         ","ADKINS              ","TX","78101 "," 015"," 2017/07 ","       875.36",     
